Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC,AAPL,BTC-USD,EURUSD=X,GC=F,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-01 00:00:00+00:00,,,1.3744947910308838,,,,,1.3744947910308838,,,,,0.0,,,,,1.377903938293457,,,,,1.3744003772735596,,,,,1.3744947910308838,,,,,0.0,,,,,0.0,,
2014-01-02 00:00:00+00:00,17.234291076660156,,1.3766709566116333,1225.0,1831.97998046875,19.754642486572266,,1.3766709566116333,1225.0,1831.97998046875,0.0,,0.0,0.0,0.0,19.89392852783203,,1.377467393875122,1227.300048828125,1845.8599853515625,19.71500015258789,,1.3632707595825195,1204.300048828125,1827.739990234375,19.845714569091797,,1.376595139503479,1204.300048828125,1845.8599853515625,0.0,,0.0,0.0,0.0,234684800.0,,0.0,209.0,3080600000.0
2014-01-03 00:00:00+00:00,16.855730056762695,,1.3666616678237915,1238.4000244140625,1831.3699951171875,19.320714950561523,,1.3666616678237915,1238.4000244140625,1831.3699951171875,0.0,,0.0,0.0,0.0,19.774999618530273,,1.3672970533370972,1239.0,1838.239990234375,19.301071166992188,,1.3601703643798828,1221.699951171875,1829.1300048828125,19.7450008392334,,1.366624355316162,1221.699951171875,1833.2099609375,0.0,,0.0,0.0,0.0,392467600.0,,0.0,142.0,2774270000.0
2014-01-06 00:00:00+00:00,16.947643280029297,,1.3596007823944092,1237.800048828125,1826.77001953125,19.426071166992188,,1.3596007823944092,1237.800048828125,1826.77001953125,0.0,,0.0,0.0,0.0,19.5285701751709,,1.364610195159912,1247.0,1837.1600341796875,19.05714225769043,,1.3572793006896973,1221.9000244140625,1823.72998046875,19.194643020629883,,1.3595823049545288,1232.800048828125,1832.31005859375,0.0,,0.0,0.0,0.0,412610800.0,,0.0,127.0,3294850000.0
2014-01-07 00:00:00+00:00,16.826440811157227,,1.3631964921951294,1229.4000244140625,1837.8800048828125,19.28714370727539,,1.3631964921951294,1229.4000244140625,1837.8800048828125,0.0,,0.0,0.0,0.0,19.498571395874023,,1.3657993078231812,1242.4000244140625,1840.0999755859375,19.211429595947266,,1.3598780632019043,1226.300048828125,1828.7099609375,19.440000534057617,,1.36306631565094,1239.300048828125,1828.7099609375,0.0,,0.0,0.0,0.0,317209200.0,,0.0,73.0,3511750000.0
2014-01-08 00:00:00+00:00,16.932994842529297,,1.3616372346878052,1225.300048828125,1837.489990234375,19.409286499023438,,1.3616372346878052,1225.300048828125,1837.489990234375,0.0,,0.0,0.0,0.0,19.484285354614258,,1.3636053800582886,1227.5,1840.02001953125,19.238929748535156,,1.3572019338607788,1218.5999755859375,1831.4000244140625,19.243213653564453,,1.3616927862167358,1227.5,1837.9000244140625,0.0,,0.0,0.0,0.0,258529600.0,,0.0,189.0,3652140000.0
2014-01-09 00:00:00+00:00,16.71677017211914,,1.3572019338607788,1229.300048828125,1838.1300048828125,19.161428451538086,,1.3572019338607788,1229.300048828125,1838.1300048828125,0.0,,0.0,0.0,0.0,19.53071403503418,,1.3632800579071045,1229.300048828125,1843.22998046875,19.11964225769043,,1.3554892539978027,1225.800048828125,1830.3800048828125,19.5285701751709,,1.3572572469711304,1225.800048828125,1839.0,0.0,,0.0,0.0,0.0,279148800.0,,0.0,7.0,3581150000.0
2014-01-10 00:00:00+00:00,16.605224609375,,1.360710859298706,1246.699951171875,1842.3699951171875,19.033571243286133,,1.360710859298706,1246.699951171875,1842.3699951171875,0.0,,0.0,0.0,0.0,19.314285278320312,,1.3687005043029785,1246.800048828125,1843.1500244140625,18.96821403503418,,1.357810139656067,1234.0,1832.4300537109375,19.27964210510254,,1.360710859298706,1235.0,1840.06005859375,0.0,,0.0,0.0,0.0,304976000.0,,0.0,58.0,3335710000.0
2014-01-13 00:00:00+00:00,16.692148208618164,,1.3671848773956299,1250.9000244140625,1819.199951171875,19.133214950561523,,1.3671848773956299,1250.9000244140625,1819.199951171875,0.0,,0.0,0.0,0.0,19.375,,1.3684757947921753,1252.699951171875,1843.449951171875,18.924285888671875,,1.3639309406280518,1245.5,1815.52001953125,18.925357818603516,,1.3672221899032593,1250.5999755859375,1841.260009765625,0.0,,0.0,0.0,0.0,378492800.0,,0.0,46.0,3591350000.0
2014-01-14 00:00:00+00:00,17.024301528930664,,1.3669979572296143,1245.199951171875,1838.8800048828125,19.51392936706543,,1.3669979572296143,1245.199951171875,1838.8800048828125,0.0,,0.0,0.0,0.0,19.526071548461914,,1.3698593378067017,1251.300048828125,1839.260009765625,19.2021427154541,,1.3650293350219727,1242.0,1821.3599853515625,19.222143173217773,,1.367091417312622,1251.0,1821.3599853515625,0.0,,0.0,0.0,0.0,332561600.0,,0.0,37.0,3353270000.0
2014-01-15 00:00:00+00:00,17.3660945892334,,1.3668484687805176,1238.0999755859375,1848.3800048828125,19.90571403503418,,1.3668484687805176,1238.0999755859375,1848.3800048828125,0.0,,0.0,0.0,0.0,20.007143020629883,,1.367353081703186,1243.199951171875,1850.8399658203125,19.7021427154541,,1.358260154724121,1238.0999755859375,1840.52001953125,19.768571853637695,,1.3668110370635986,1243.0999755859375,1840.52001953125,0.0,,0.0,0.0,0.0,391638800.0,,0.0,68.0,3777800000.0
2014-01-16 00:00:00+00:00,17.269193649291992,,1.359933614730835,1240.0,1845.8900146484375,19.79464340209961,,1.359933614730835,1240.0,1845.8900146484375,0.0,,0.0,0.0,0.0,19.887500762939453,,1.364790916442871,1242.800048828125,1847.989990234375,19.702856063842773,,1.3588064908981323,1239.0,1840.300048828125,19.81785774230957,,1.3601185083389282,1239.300048828125,1847.989990234375,0.0,,0.0,0.0,0.0,229278000.0,,0.0,48.0,3491310000.0
2014-01-17 00:00:00+00:00,16.8460693359375,,1.3618041276931763,1251.699951171875,1838.699951171875,19.309642791748047,,1.3618041276931763,1251.699951171875,1838.699951171875,0.0,,0.0,0.0,0.0,19.716785430908203,,1.3621008396148682,1254.300048828125,1846.0400390625,19.282142639160156,,1.3556932210922241,1239.699951171875,1835.22998046875,19.695714950561523,,1.3615630865097046,1239.699951171875,1844.22998046875,0.0,,0.0,0.0,0.0,426739600.0,,0.0,101.0,3626120000.0
2014-01-20 00:00:00+00:00,,,1.3527590036392212,,,,,1.3527590036392212,,,,,0.0,,,,,1.356640338897705,,,,,1.3509314060211182,,,,,1.3528321981430054,,,,,0.0,,,,,0.0,,
2014-01-21 00:00:00+00:00,17.107797622680664,,1.3549033403396606,1242.300048828125,1843.800048828125,19.609643936157227,,1.3549033403396606,1242.300048828125,1843.800048828125,0.0,,0.0,0.0,0.0,19.645357131958008,,1.356399416923523,1257.5,1849.31005859375,19.30071449279785,,1.351862907409668,1240.0,1832.3800048828125,19.32107162475586,,1.3545364141464233,1256.4000244140625,1841.050048828125,0.0,,0.0,0.0,0.0,328526800.0,,0.0,224.0,3782470000.0
2014-01-22 00:00:00+00:00,17.183828353881836,,1.355913758277893,1239.0,1844.8599853515625,19.696786880493164,,1.355913758277893,1239.0,1844.8599853515625,0.0,,0.0,0.0,0.0,19.903213500976562,,1.3580868244171143,1242.0,1846.8699951171875,19.56464385986328,,1.3535407781600952,1239.0,1840.8800048828125,19.675357818603516,,1.3557482957839966,1241.699951171875,1844.7099609375,0.0,,0.0,0.0,0.0,379985200.0,,0.0,58.0,3374170000.0
2014-01-23 00:00:00+00:00,17.329336166381836,,1.354224443435669,1262.5999755859375,1828.4599609375,19.863571166992188,,1.354224443435669,1262.5999755859375,1828.4599609375,0.0,,0.0,0.0,0.0,19.875,,1.3685506582260132,1264.199951171875,1842.2900390625,19.457500457763672,,1.353363037109375,1235.199951171875,1820.06005859375,19.640714645385742,,1.3545180559158325,1235.199951171875,1842.2900390625,0.0,,0.0,0.0,0.0,403239200.0,,0.0,40.0,3972250000.0
2014-01-24 00:00:00+00:00,17.014324188232422,,1.3689066171646118,1264.5,1790.2900390625,19.502500534057617,,1.3689066171646118,1264.5,1790.2900390625,0.0,,0.0,0.0,0.0,19.843570709228516,,1.373494267463684,1269.4000244140625,1826.9599609375,19.45535659790039,,1.366493582725525,1258.300048828125,1790.2900390625,19.78571319580078,,1.3690004348754883,1258.300048828125,1826.9599609375,0.0,,0.0,0.0,0.0,429354800.0,,0.0,38.0,4618450000.0
2014-01-27 00:00:00+00:00,17.152359008789062,,1.3687942028045654,1263.5999755859375,1781.56005859375,19.66071319580078,,1.3687942028045654,1263.5999755859375,1781.56005859375,0.0,,0.0,0.0,0.0,19.814285278320312,,1.3714994192123413,1264.4000244140625,1795.97998046875,19.491071701049805,,1.3655400276184082,1254.4000244140625,1772.8800048828125,19.645357131958008,,1.368812918663025,1259.800048828125,1791.030029296875,0.0,,0.0,0.0,0.0,554878800.0,,0.0,92.0,4045200000.0
2014-01-28 00:00:00+00:00,15.781408309936523,,1.3674652576446533,1251.0,1792.5,18.08928680419922,,1.3674652576446533,1251.0,1792.5,0.0,,0.0,0.0,0.0,18.39285659790039,,1.3689403533935547,1258.4000244140625,1793.8699951171875,17.93107032775879,,1.3631796836853027,1251.0,1779.489990234375,18.170000076293945,,1.36759614944458,1257.9000244140625,1783.0,0.0,,0.0,0.0,0.0,1065523200.0,,0.0,20.0,3437830000.0
2014-01-29 00:00:00+00:00,15.602255821228027,,1.3655046224594116,1262.199951171875,1774.199951171875,17.883928298950195,,1.3655046224594116,1262.199951171875,1774.199951171875,0.0,,0.0,0.0,0.0,18.120357513427734,,1.36859929561615,1262.199951171875,1790.1500244140625,17.807857513427734,,1.3604499101638794,1262.199951171875,1770.449951171875,17.998214721679688,,1.3654299974441528,1262.199951171875,1790.1500244140625,0.0,,0.0,0.0,0.0,502810000.0,,0.0,137028.0,3964020000.0
2014-01-30 00:00:00+00:00,15.572033882141113,,1.365859031677246,1242.199951171875,1794.18994140625,17.849285125732422,,1.365859031677246,1242.199951171875,1794.18994140625,0.0,,0.0,0.0,0.0,18.08928680419922,,1.3662135601043701,1267.699951171875,1798.77001953125,17.739286422729492,,1.3560609817504883,1237.5,1777.1700439453125,17.947856903076172,,1.3659149408340454,1267.0,1777.1700439453125,0.0,,0.0,0.0,0.0,678501600.0,,0.0,45276.0,3547510000.0
2014-01-31 00:00:00+00:00,15.59758186340332,,1.3558770418167114,1240.0999755859375,1782.5899658203125,17.878570556640625,,1.3558770418167114,1240.0999755859375,1782.5899658203125,0.0,,0.0,0.0,0.0,17.911785125732422,,1.3562393188476562,1254.5,1793.8800048828125,17.626785278320312,,1.3481086492538452,1238.4000244140625,1772.260009765625,17.684999465942383,,1.3558586835861206,1243.5999755859375,1790.8800048828125,0.0,,0.0,0.0,0.0,464797200.0,,0.0,5820.0,4059690000.0
2014-02-03 00:00:00+00:00,15.626555442810059,,1.3488178253173828,1260.4000244140625,1741.8900146484375,17.911785125732422,,1.3488178253173828,1260.4000244140625,1741.8900146484375,0.0,,0.0,0.0,0.0,18.133214950561523,,1.3519597053527832,1266.300048828125,1784.8299560546875,17.832143783569336,,1.3479305505752563,1241.199951171875,1739.6600341796875,17.95035743713379,,1.3488178253173828,1242.4000244140625,1782.6800537109375,0.0,,0.0,0.0,0.0,401464000.0,,0.0,2914.0,4726040000.0
2014-02-04 00:00:00+00:00,15.852761268615723,,1.3525028228759766,1251.699951171875,1755.199951171875,18.171070098876953,,1.3525028228759766,1251.699951171875,1755.199951171875,0.0,,0.0,0.0,0.0,18.19499969482422,,1.3540045022964478,1260.699951171875,1758.72998046875,17.955713272094727,,1.3495640754699707,1247.800048828125,1743.8199462890625,18.066070556640625,,1.3522833585739136,1258.4000244140625,1743.8199462890625,0.0,,0.0,0.0,0.0,376681200.0,,0.0,1745.0,4068410000.0
2014-02-05 00:00:00+00:00,15.971162796020508,,1.3515887260437012,1257.300048828125,1751.6400146484375,18.306785583496094,,1.3515887260437012,1257.300048828125,1751.6400146484375,0.0,,0.0,0.0,0.0,18.402856826782227,,1.3553000688552856,1273.699951171875,1755.7900390625,18.08035659790039,,1.3500396013259888,1253.0999755859375,1737.9200439453125,18.091428756713867,,1.3516618013381958,1254.0,1753.3800048828125,0.0,,0.0,0.0,0.0,328344800.0,,0.0,1616.0,3984290000.0
